lang,QID,policy_name_en
ilo,Q4663389,Wikipedia:Biographies of living persons
is,Q4663389,Wikipedia:Biographies of living persons
it,Q4663389,Wikipedia:Biographies of living persons
ja,Q4663389,Wikipedia:Biographies of living persons
ka,Q4663389,Wikipedia:Biographies of living persons
kn,Q4663389,Wikipedia:Biographies of living persons
ko,Q4663389,Wikipedia:Biographies of living persons
lt,Q4663389,Wikipedia:Biographies of living persons
mk,Q4663389,Wikipedia:Biographies of living persons
ml,Q4663389,Wikipedia:Biographies of living persons
ms,Q4663389,Wikipedia:Biographies of living persons
my,Q4663389,Wikipedia:Biographies of living persons
ne,Q4663389,Wikipedia:Biographies of living persons
nl,Q4663389,Wikipedia:Biographies of living persons
no,Q4663389,Wikipedia:Biographies of living persons
or,Q4663389,Wikipedia:Biographies of living persons
pl,Q4663389,Wikipedia:Biographies of living persons
pt,Q4663389,Wikipedia:Biographies of living persons
ro,Q4663389,Wikipedia:Biographies of living persons
ru,Q4663389,Wikipedia:Biographies of living persons
sd,Q4663389,Wikipedia:Biographies of living persons
shn,Q4663389,Wikipedia:Biographies of living persons
sh,Q4663389,Wikipedia:Biographies of living persons
simple,Q4663389,Wikipedia:Biographies of living persons
si,Q4663389,Wikipedia:Biographies of living persons
sl,Q4663389,Wikipedia:Biographies of living persons
sr,Q4663389,Wikipedia:Biographies of living persons
sv,Q4663389,Wikipedia:Biographies of living persons
ta,Q4663389,Wikipedia:Biographies of living persons
te,Q4663389,Wikipedia:Biographies of living persons
tg,Q4663389,Wikipedia:Biographies of living persons
th,Q4663389,Wikipedia:Biographies of living persons
tr,Q4663389,Wikipedia:Biographies of living persons
tt,Q4663389,Wikipedia:Biographies of living persons
uk,Q4663389,Wikipedia:Biographies of living persons
ur,Q4663389,Wikipedia:Biographies of living persons
vi,Q4663389,Wikipedia:Biographies of living persons
yi,Q4663389,Wikipedia:Biographies of living persons
zh-yue,Q4663389,Wikipedia:Biographies of living persons
zh,Q4663389,Wikipedia:Biographies of living persons
ar,Q4657623,Project:External links
arz,Q4657623,Project:External links
ba,Q4657623,Project:External links
bg,Q4657623,Project:External links
bn,Q4657623,Project:External links
ca,Q4657623,Project:External links
ckb,Q4657623,Project:External links
cs,Q4657623,Project:External links
da,Q4657623,Project:External links
de,Q4657623,Project:External links
el,Q4657623,Project:External links
en,Q4657623,Project:External links
eo,Q4657623,Project:External links
es,Q4657623,Project:External links
fa,Q4657623,Project:External links
fi,Q4657623,Project:External links
fr,Q4657623,Project:External links
gl,Q4657623,Project:External links
gu,Q4657623,Project:External links
he,Q4657623,Project:External links
hi,Q4657623,Project:External links
hr,Q4657623,Project:External links
hy,Q4657623,Project:External links
id,Q4657623,Project:External links
it,Q4657623,Project:External links
ja,Q4657623,Project:External links
kk,Q4657623,Project:External links
ko,Q4657623,Project:External links
lt,Q4657623,Project:External links
min,Q4657623,Project:External links
mk,Q4657623,Project:External links
ms,Q4657623,Project:External links
ne,Q4657623,Project:External links
nl,Q4657623,Project:External links
no,Q4657623,Project:External links
oc,Q4657623,Project:External links
pl,Q4657623,Project:External links
pt,Q4657623,Project:External links
ro,Q4657623,Project:External links
ru,Q4657623,Project:External links
sh,Q4657623,Project:External links
simple,Q4657623,Project:External links
si,Q4657623,Project:External links
sk,Q4657623,Project:External links
sl,Q4657623,Project:External links
sr,Q4657623,Project:External links
sv,Q4657623,Project:External links
ta,Q4657623,Project:External links
te,Q4657623,Project:External links
tg,Q4657623,Project:External links
th,Q4657623,Project:External links
tr,Q4657623,Project:External links
uk,Q4657623,Project:External links
vi,Q4657623,Project:External links
yi,Q4657623,Project:External links
zh,Q4657623,Project:External links
ar,Q4663309,project:conflict of interest
arz,Q4663309,project:conflict of interest
azb,Q4663309,project:conflict of interest
ba,Q4663309,project:conflict of interest
bg,Q4663309,project:conflict of interest
bn,Q4663309,project:conflict of interest
ca,Q4663309,project:conflict of interest
ce,Q4663309,project:conflict of interest
ckb,Q4663309,project:conflict of interest
cs,Q4663309,project:conflict of interest
de,Q4663309,project:conflict of interest
el,Q4663309,project:conflict of interest
en,Q4663309,project:conflict of interest
es,Q4663309,project:conflict of interest
fa,Q4663309,project:conflict of interest
fi,Q4663309,project:conflict of interest
fr,Q4663309,project:conflict of interest
gl,Q4663309,project:conflict of interest
hr,Q4663309,project:conflict of interest
id,Q4663309,project:conflict of interest
it,Q4663309,project:conflict of interest
jv,Q4663309,project:conflict of interest
kk,Q4663309,project:conflict of interest
ko,Q4663309,project:conflict of interest
lt,Q4663309,project:conflict of interest
ml,Q4663309,project:conflict of interest
ms,Q4663309,project:conflict of interest
ne,Q4663309,project:conflict of interest
nl,Q4663309,project:conflict of interest
no,Q4663309,project:conflict of interest
or,Q4663309,project:conflict of interest
pl,Q4663309,project:conflict of interest
pt,Q4663309,project:conflict of interest
ro,Q4663309,project:conflict of interest
ru,Q4663309,project:conflict of interest
sco,Q4663309,project:conflict of interest
sd,Q4663309,project:conflict of interest
simple,Q4663309,project:conflict of interest
si,Q4663309,project:conflict of interest
sk,Q4663309,project:conflict of interest
sl,Q4663309,project:conflict of interest
sq,Q4663309,project:conflict of interest
sr,Q4663309,project:conflict of interest
sv,Q4663309,project:conflict of interest
ta,Q4663309,project:conflict of interest
th,Q4663309,project:conflict of interest
tl,Q4663309,project:conflict of interest
tr,Q4663309,project:conflict of interest
tt,Q4663309,project:conflict of interest
uk,Q4663309,project:conflict of interest
ur,Q4663309,project:conflict of interest
uz,Q4663309,project:conflict of interest
vi,Q4663309,project:conflict of interest
zh,Q4663309,project:conflict of interest
af,Q4654667,Wikipedia:Dispute resolution
am,Q4654667,Wikipedia:Dispute resolution
ar,Q4654667,Wikipedia:Dispute resolution
arz,Q4654667,Wikipedia:Dispute resolution
as,Q4654667,Wikipedia:Dispute resolution
azb,Q4654667,Wikipedia:Dispute resolution
az,Q4654667,Wikipedia:Dispute resolution
be-tarask,Q4654667,Wikipedia:Dispute resolution
be,Q4654667,Wikipedia:Dispute resolution
bg,Q4654667,Wikipedia:Dispute resolution
bn,Q4654667,Wikipedia:Dispute resolution
br,Q4654667,Wikipedia:Dispute resolution
ca,Q4654667,Wikipedia:Dispute resolution
ckb,Q4654667,Wikipedia:Dispute resolution
cs,Q4654667,Wikipedia:Dispute resolution
de,Q4654667,Wikipedia:Dispute resolution
el,Q4654667,Wikipedia:Dispute resolution
en,Q4654667,Wikipedia:Dispute resolution
fa,Q4654667,Wikipedia:Dispute resolution
fr,Q4654667,Wikipedia:Dispute resolution
he,Q4654667,Wikipedia:Dispute resolution
hr,Q4654667,Wikipedia:Dispute resolution
hu,Q4654667,Wikipedia:Dispute resolution
id,Q4654667,Wikipedia:Dispute resolution
is,Q4654667,Wikipedia:Dispute resolution
it,Q4654667,Wikipedia:Dispute resolution
ja,Q4654667,Wikipedia:Dispute resolution
ka,Q4654667,Wikipedia:Dispute resolution
ko,Q4654667,Wikipedia:Dispute resolution
lt,Q4654667,Wikipedia:Dispute resolution
min,Q4654667,Wikipedia:Dispute resolution
mk,Q4654667,Wikipedia:Dispute resolution
ml,Q4654667,Wikipedia:Dispute resolution
ms,Q4654667,Wikipedia:Dispute resolution
nl,Q4654667,Wikipedia:Dispute resolution
or,Q4654667,Wikipedia:Dispute resolution
pl,Q4654667,Wikipedia:Dispute resolution
pt,Q4654667,Wikipedia:Dispute resolution
ro,Q4654667,Wikipedia:Dispute resolution
ru,Q4654667,Wikipedia:Dispute resolution
sah,Q4654667,Wikipedia:Dispute resolution
scn,Q4654667,Wikipedia:Dispute resolution
simple,Q4654667,Wikipedia:Dispute resolution
si,Q4654667,Wikipedia:Dispute resolution
sk,Q4654667,Wikipedia:Dispute resolution
sq,Q4654667,Wikipedia:Dispute resolution
sr,Q4654667,Wikipedia:Dispute resolution
sv,Q4654667,Wikipedia:Dispute resolution
te,Q4654667,Wikipedia:Dispute resolution
th,Q4654667,Wikipedia:Dispute resolution
tr,Q4654667,Wikipedia:Dispute resolution
tt,Q4654667,Wikipedia:Dispute resolution
uk,Q4654667,Wikipedia:Dispute resolution
ur,Q4654667,Wikipedia:Dispute resolution
vi,Q4654667,Wikipedia:Dispute resolution
zh-yue,Q4654667,Wikipedia:Dispute resolution
zh,Q4654667,Wikipedia:Dispute resolution
be-tarask,Q4654740,Wikipedia:Requests for comment
be,Q4654740,Wikipedia:Requests for comment
bn,Q4654740,Wikipedia:Requests for comment
bs,Q4654740,Wikipedia:Requests for comment
ckb,Q4654740,Wikipedia:Requests for comment
cs,Q4654740,Wikipedia:Requests for comment
en,Q4654740,Wikipedia:Requests for comment
eo,Q4654740,Wikipedia:Requests for comment
fa,Q4654740,Wikipedia:Requests for comment
fi,Q4654740,Wikipedia:Requests for comment
fo,Q4654740,Wikipedia:Requests for comment
frr,Q4654740,Wikipedia:Requests for comment
fr,Q4654740,Wikipedia:Requests for comment
he,Q4654740,Wikipedia:Requests for comment
hr,Q4654740,Wikipedia:Requests for comment
hu,Q4654740,Wikipedia:Requests for comment
hy,Q4654740,Wikipedia:Requests for comment
id,Q4654740,Wikipedia:Requests for comment
it,Q4654740,Wikipedia:Requests for comment
jam,Q4654740,Wikipedia:Requests for comment
ja,Q4654740,Wikipedia:Requests for comment
ka,Q4654740,Wikipedia:Requests for comment
ko,Q4654740,Wikipedia:Requests for comment
nl,Q4654740,Wikipedia:Requests for comment
pl,Q4654740,Wikipedia:Requests for comment
pt,Q4654740,Wikipedia:Requests for comment
ro,Q4654740,Wikipedia:Requests for comment
ru,Q4654740,Wikipedia:Requests for comment
sco,Q4654740,Wikipedia:Requests for comment
sk,Q4654740,Wikipedia:Requests for comment
sr,Q4654740,Wikipedia:Requests for comment
sv,Q4654740,Wikipedia:Requests for comment
th,Q4654740,Wikipedia:Requests for comment
tl,Q4654740,Wikipedia:Requests for comment
tt,Q4654740,Wikipedia:Requests for comment
uk,Q4654740,Wikipedia:Requests for comment
vec,Q4654740,Wikipedia:Requests for comment
vi,Q4654740,Wikipedia:Requests for comment
zh,Q4654740,Wikipedia:Requests for comment
ar,Q4663975,Wikipedia:Manual of Style/Words to watch
ast,Q4663975,Wikipedia:Manual of Style/Words to watch
az,Q4663975,Wikipedia:Manual of Style/Words to watch
ba,Q4663975,Wikipedia:Manual of Style/Words to watch
be-tarask,Q4663975,Wikipedia:Manual of Style/Words to watch
be,Q4663975,Wikipedia:Manual of Style/Words to watch
bg,Q4663975,Wikipedia:Manual of Style/Words to watch
br,Q4663975,Wikipedia:Manual of Style/Words to watch
bs,Q4663975,Wikipedia:Manual of Style/Words to watch
ca,Q4663975,Wikipedia:Manual of Style/Words to watch
cs,Q4663975,Wikipedia:Manual of Style/Words to watch
de,Q4663975,Wikipedia:Manual of Style/Words to watch
el,Q4663975,Wikipedia:Manual of Style/Words to watch
en,Q4663975,Wikipedia:Manual of Style/Words to watch
eo,Q4663975,Wikipedia:Manual of Style/Words to watch
es,Q4663975,Wikipedia:Manual of Style/Words to watch
fa,Q4663975,Wikipedia:Manual of Style/Words to watch
fi,Q4663975,Wikipedia:Manual of Style/Words to watch
fr,Q4663975,Wikipedia:Manual of Style/Words to watch
gan,Q4663975,Wikipedia:Manual of Style/Words to watch
gl,Q4663975,Wikipedia:Manual of Style/Words to watch
he,Q4663975,Wikipedia:Manual of Style/Words to watch
hu,Q4663975,Wikipedia:Manual of Style/Words to watch
hy,Q4663975,Wikipedia:Manual of Style/Words to watch
ia,Q4663975,Wikipedia:Manual of Style/Words to watch
id,Q4663975,Wikipedia:Manual of Style/Words to watch
it,Q4663975,Wikipedia:Manual of Style/Words to watch
ja,Q4663975,Wikipedia:Manual of Style/Words to watch
ko,Q4663975,Wikipedia:Manual of Style/Words to watch
ms,Q4663975,Wikipedia:Manual of Style/Words to watch
nl,Q4663975,Wikipedia:Manual of Style/Words to watch
no,Q4663975,Wikipedia:Manual of Style/Words to watch
pl,Q4663975,Wikipedia:Manual of Style/Words to watch
pt,Q4663975,Wikipedia:Manual of Style/Words to watch
ro,Q4663975,Wikipedia:Manual of Style/Words to watch
ru,Q4663975,Wikipedia:Manual of Style/Words to watch
simple,Q4663975,Wikipedia:Manual of Style/Words to watch
si,Q4663975,Wikipedia:Manual of Style/Words to watch
sk,Q4663975,Wikipedia:Manual of Style/Words to watch
sr,Q4663975,Wikipedia:Manual of Style/Words to watch
sv,Q4663975,Wikipedia:Manual of Style/Words to watch
ta,Q4663975,Wikipedia:Manual of Style/Words to watch
th,Q4663975,Wikipedia:Manual of Style/Words to watch
tr,Q4663975,Wikipedia:Manual of Style/Words to watch
uk,Q4663975,Wikipedia:Manual of Style/Words to watch
ur,Q4663975,Wikipedia:Manual of Style/Words to watch
vi,Q4663975,Wikipedia:Manual of Style/Words to watch
wuu,Q4663975,Wikipedia:Manual of Style/Words to watch
zh-yue,Q4663975,Wikipedia:Manual of Style/Words to watch
zh,Q4663975,Wikipedia:Manual of Style/Words to watch
ar,Q4664090,Wikipedia:Merging
ast,Q4664090,Wikipedia:Merging
as,Q4664090,Wikipedia:Merging
bn,Q4664090,Wikipedia:Merging
ca,Q4664090,Wikipedia:Merging
ckb,Q4664090,Wikipedia:Merging
cs,Q4664090,Wikipedia:Merging
da,Q4664090,Wikipedia:Merging
de,Q4664090,Wikipedia:Merging
dsb,Q4664090,Wikipedia:Merging
el,Q4664090,Wikipedia:Merging
en,Q4664090,Wikipedia:Merging
eo,Q4664090,Wikipedia:Merging
es,Q4664090,Wikipedia:Merging
et,Q4664090,Wikipedia:Merging
fa,Q4664090,Wikipedia:Merging
fi,Q4664090,Wikipedia:Merging
fr,Q4664090,Wikipedia:Merging
gl,Q4664090,Wikipedia:Merging
gom,Q4664090,Wikipedia:Merging
he,Q4664090,Wikipedia:Merging
hi,Q4664090,Wikipedia:Merging
hsb,Q4664090,Wikipedia:Merging
id,Q4664090,Wikipedia:Merging
it,Q4664090,Wikipedia:Merging
ja,Q4664090,Wikipedia:Merging
ko,Q4664090,Wikipedia:Merging
ml,Q4664090,Wikipedia:Merging
ms,Q4664090,Wikipedia:Merging
nl,Q4664090,Wikipedia:Merging
or,Q4664090,Wikipedia:Merging
pl,Q4664090,Wikipedia:Merging
pt,Q4664090,Wikipedia:Merging
ro,Q4664090,Wikipedia:Merging
ru,Q4664090,Wikipedia:Merging
sd,Q4664090,Wikipedia:Merging
simple,Q4664090,Wikipedia:Merging
si,Q4664090,Wikipedia:Merging
sl,Q4664090,Wikipedia:Merging
sr,Q4664090,Wikipedia:Merging
sv,Q4664090,Wikipedia:Merging
tg,Q4664090,Wikipedia:Merging
th,Q4664090,Wikipedia:Merging
tr,Q4664090,Wikipedia:Merging
ur,Q4664090,Wikipedia:Merging
uz,Q4664090,Wikipedia:Merging
vec,Q4664090,Wikipedia:Merging
vi,Q4664090,Wikipedia:Merging
yi,Q4664090,Wikipedia:Merging
zh,Q4664090,Wikipedia:Merging
als,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ar,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
arz,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
as,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
azb,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
be-tarask,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
be,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
bg,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
bn,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ckb,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
cs,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
da,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
de,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
el,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
en,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
eo,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
es,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
fa,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
fi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
fr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
gl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
he,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
hi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
hr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
hu,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
id,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
it,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ja,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ko,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
lt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
mk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ms,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
nl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
no,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
pl,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
pt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ro,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
ru,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
simple,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
sk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
sr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
sv,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
tr,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
tt,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
uk,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
vi,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
zh,Q4657775,Wikipedia:Do not disrupt Wikipedia to illustrate a point
af,Q4657322,Project:Autobiography
ar,Q4657322,Project:Autobiography
arz,Q4657322,Project:Autobiography
ba,Q4657322,Project:Autobiography
be-tarask,Q4657322,Project:Autobiography
be,Q4657322,Project:Autobiography
bg,Q4657322,Project:Autobiography
bn,Q4657322,Project:Autobiography
ca,Q4657322,Project:Autobiography
ckb,Q4657322,Project:Autobiography
cs,Q4657322,Project:Autobiography
da,Q4657322,Project:Autobiography
el,Q4657322,Project:Autobiography
en,Q4657322,Project:Autobiography
eo,Q4657322,Project:Autobiography
es,Q4657322,Project:Autobiography
fa,Q4657322,Project:Autobiography
fr,Q4657322,Project:Autobiography
gl,Q4657322,Project:Autobiography
he,Q4657322,Project:Autobiography
hu,Q4657322,Project:Autobiography
id,Q4657322,Project:Autobiography
it,Q4657322,Project:Autobiography
ja,Q4657322,Project:Autobiography
ka,Q4657322,Project:Autobiography
ko,Q4657322,Project:Autobiography
ku,Q4657322,Project:Autobiography
ml,Q4657322,Project:Autobiography
ms,Q4657322,Project:Autobiography
my,Q4657322,Project:Autobiography
no,Q4657322,Project:Autobiography
pl,Q4657322,Project:Autobiography
pt,Q4657322,Project:Autobiography
ro,Q4657322,Project:Autobiography
ru,Q4657322,Project:Autobiography
sd,Q4657322,Project:Autobiography
sh,Q4657322,Project:Autobiography
si,Q4657322,Project:Autobiography
sk,Q4657322,Project:Autobiography
sl,Q4657322,Project:Autobiography
sr,Q4657322,Project:Autobiography
ta,Q4657322,Project:Autobiography
th,Q4657322,Project:Autobiography
tl,Q4657322,Project:Autobiography
tr,Q4657322,Project:Autobiography
uk,Q4657322,Project:Autobiography
ur,Q4657322,Project:Autobiography
vi,Q4657322,Project:Autobiography
yi,Q4657322,Project:Autobiography
zh-yue,Q4657322,Project:Autobiography
zh,Q4657322,Project:Autobiography
ar,Q4663321,Wikipedia:Notability (people)
arz,Q4663321,Wikipedia:Notability (people)
as,Q4663321,Wikipedia:Notability (people)
azb,Q4663321,Wikipedia:Notability (people)
az,Q4663321,Wikipedia:Notability (people)
ba,Q4663321,Wikipedia:Notability (people)
be-tarask,Q4663321,Wikipedia:Notability (people)
be,Q4663321,Wikipedia:Notability (people)
bg,Q4663321,Wikipedia:Notability (people)
bn,Q4663321,Wikipedia:Notability (people)
ca,Q4663321,Wikipedia:Notability (people)
ce,Q4663321,Wikipedia:Notability (people)
cs,Q4663321,Wikipedia:Notability (people)
da,Q4663321,Wikipedia:Notability (people)
el,Q4663321,Wikipedia:Notability (people)
en,Q4663321,Wikipedia:Notability (people)
es,Q4663321,Wikipedia:Notability (people)
fa,Q4663321,Wikipedia:Notability (people)
fr,Q4663321,Wikipedia:Notability (people)
gu,Q4663321,Wikipedia:Notability (people)
he,Q4663321,Wikipedia:Notability (people)
hi,Q4663321,Wikipedia:Notability (people)
hy,Q4663321,Wikipedia:Notability (people)
id,Q4663321,Wikipedia:Notability (people)
is,Q4663321,Wikipedia:Notability (people)
it,Q4663321,Wikipedia:Notability (people)
ja,Q4663321,Wikipedia:Notability (people)
ka,Q4663321,Wikipedia:Notability (people)
ko,Q4663321,Wikipedia:Notability (people)
ml,Q4663321,Wikipedia:Notability (people)
my,Q4663321,Wikipedia:Notability (people)
mzn,Q4663321,Wikipedia:Notability (people)
nl,Q4663321,Wikipedia:Notability (people)
or,Q4663321,Wikipedia:Notability (people)
pt,Q4663321,Wikipedia:Notability (people)
ro,Q4663321,Wikipedia:Notability (people)
ru,Q4663321,Wikipedia:Notability (people)
sah,Q4663321,Wikipedia:Notability (people)
simple,Q4663321,Wikipedia:Notability (people)
si,Q4663321,Wikipedia:Notability (people)
sk,Q4663321,Wikipedia:Notability (people)
sr,Q4663321,Wikipedia:Notability (people)
sv,Q4663321,Wikipedia:Notability (people)
ta,Q4663321,Wikipedia:Notability (people)
te,Q4663321,Wikipedia:Notability (people)
tg,Q4663321,Wikipedia:Notability (people)
th,Q4663321,Wikipedia:Notability (people)
tr,Q4663321,Wikipedia:Notability (people)
uk,Q4663321,Wikipedia:Notability (people)
uz,Q4663321,Wikipedia:Notability (people)
vi,Q4663321,Wikipedia:Notability (people)
zh,Q4663321,Wikipedia:Notability (people)
ar,Q4654415,Wikipedia:No legal threats
arz,Q4654415,Wikipedia:No legal threats
azb,Q4654415,Wikipedia:No legal threats
az,Q4654415,Wikipedia:No legal threats
bg,Q4654415,Wikipedia:No legal threats
bn,Q4654415,Wikipedia:No legal threats
chr,Q4654415,Wikipedia:No legal threats
ckb,Q4654415,Wikipedia:No legal threats
cs,Q4654415,Wikipedia:No legal threats
da,Q4654415,Wikipedia:No legal threats
de,Q4654415,Wikipedia:No legal threats
en,Q4654415,Wikipedia:No legal threats
es,Q4654415,Wikipedia:No legal threats
fa,Q4654415,Wikipedia:No legal threats
fr,Q4654415,Wikipedia:No legal threats
gl,Q4654415,Wikipedia:No legal threats
he,Q4654415,Wikipedia:No legal threats
hr,Q4654415,Wikipedia:No legal threats
hu,Q4654415,Wikipedia:No legal threats
id,Q4654415,Wikipedia:No legal threats
is,Q4654415,Wikipedia:No legal threats
it,Q4654415,Wikipedia:No legal threats
ja,Q4654415,Wikipedia:No legal threats
ko,Q4654415,Wikipedia:No legal threats
lt,Q4654415,Wikipedia:No legal threats
mk,Q4654415,Wikipedia:No legal threats
ml,Q4654415,Wikipedia:No legal threats
my,Q4654415,Wikipedia:No legal threats
nl,Q4654415,Wikipedia:No legal threats
pt,Q4654415,Wikipedia:No legal threats
ru,Q4654415,Wikipedia:No legal threats
simple,Q4654415,Wikipedia:No legal threats
sk,Q4654415,Wikipedia:No legal threats
sl,Q4654415,Wikipedia:No legal threats
sr,Q4654415,Wikipedia:No legal threats
sv,Q4654415,Wikipedia:No legal threats
ta,Q4654415,Wikipedia:No legal threats
te,Q4654415,Wikipedia:No legal threats
th,Q4654415,Wikipedia:No legal threats
tr,Q4654415,Wikipedia:No legal threats
ur,Q4654415,Wikipedia:No legal threats
vi,Q4654415,Wikipedia:No legal threats
zh,Q4654415,Wikipedia:No legal threats
als,Q4663994,Wikipedia:Ownership of content
ar,Q4663994,Wikipedia:Ownership of content
arz,Q4663994,Wikipedia:Ownership of content
as,Q4663994,Wikipedia:Ownership of content
azb,Q4663994,Wikipedia:Ownership of content
az,Q4663994,Wikipedia:Ownership of content
ba,Q4663994,Wikipedia:Ownership of content
bg,Q4663994,Wikipedia:Ownership of content
bn,Q4663994,Wikipedia:Ownership of content
br,Q4663994,Wikipedia:Ownership of content
ckb,Q4663994,Wikipedia:Ownership of content
cs,Q4663994,Wikipedia:Ownership of content
de,Q4663994,Wikipedia:Ownership of content
en,Q4663994,Wikipedia:Ownership of content
es,Q4663994,Wikipedia:Ownership of content
fa,Q4663994,Wikipedia:Ownership of content
fi,Q4663994,Wikipedia:Ownership of content
fr,Q4663994,Wikipedia:Ownership of content
gl,Q4663994,Wikipedia:Ownership of content
he,Q4663994,Wikipedia:Ownership of content
hr,Q4663994,Wikipedia:Ownership of content
hu,Q4663994,Wikipedia:Ownership of content
hy,Q4663994,Wikipedia:Ownership of content
id,Q4663994,Wikipedia:Ownership of content
is,Q4663994,Wikipedia:Ownership of content
ja,Q4663994,Wikipedia:Ownership of content
kk,Q4663994,Wikipedia:Ownership of content
ko,Q4663994,Wikipedia:Ownership of content
lt,Q4663994,Wikipedia:Ownership of content
mk,Q4663994,Wikipedia:Ownership of content
ml,Q4663994,Wikipedia:Ownership of content
mr,Q4663994,Wikipedia:Ownership of content
ms,Q4663994,Wikipedia:Ownership of content
pl,Q4663994,Wikipedia:Ownership of content
pt,Q4663994,Wikipedia:Ownership of content
ru,Q4663994,Wikipedia:Ownership of content
sh,Q4663994,Wikipedia:Ownership of content
simple,Q4663994,Wikipedia:Ownership of content
si,Q4663994,Wikipedia:Ownership of content
sr,Q4663994,Wikipedia:Ownership of content
sv,Q4663994,Wikipedia:Ownership of content
te,Q4663994,Wikipedia:Ownership of content
th,Q4663994,Wikipedia:Ownership of content
tr,Q4663994,Wikipedia:Ownership of content
tt,Q4663994,Wikipedia:Ownership of content
ur,Q4663994,Wikipedia:Ownership of content
vi,Q4663994,Wikipedia:Ownership of content
zh,Q4663994,Wikipedia:Ownership of content
ar,Q4656567,Wikipedia:Three-revert rule
azb,Q4656567,Wikipedia:Three-revert rule
az,Q4656567,Wikipedia:Three-revert rule
be-tarask,Q4656567,Wikipedia:Three-revert rule
be,Q4656567,Wikipedia:Three-revert rule
bg,Q4656567,Wikipedia:Three-revert rule
ca,Q4656567,Wikipedia:Three-revert rule
cs,Q4656567,Wikipedia:Three-revert rule
el,Q4656567,Wikipedia:Three-revert rule
en,Q4656567,Wikipedia:Three-revert rule
eo,Q4656567,Wikipedia:Three-revert rule
es,Q4656567,Wikipedia:Three-revert rule
fa,Q4656567,Wikipedia:Three-revert rule
fr,Q4656567,Wikipedia:Three-revert rule
glk,Q4656567,Wikipedia:Three-revert rule
he,Q4656567,Wikipedia:Three-revert rule
hu,Q4656567,Wikipedia:Three-revert rule
id,Q4656567,Wikipedia:Three-revert rule
it,Q4656567,Wikipedia:Three-revert rule
ja,Q4656567,Wikipedia:Three-revert rule
jv,Q4656567,Wikipedia:Three-revert rule
mk,Q4656567,Wikipedia:Three-revert rule
ml,Q4656567,Wikipedia:Three-revert rule
nl,Q4656567,Wikipedia:Three-revert rule
pl,Q4656567,Wikipedia:Three-revert rule
ro,Q4656567,Wikipedia:Three-revert rule
ru,Q4656567,Wikipedia:Three-revert rule
